source,interaction,target
UBE2I_UBE2V2,1,WDSUB1
UBB_UBE2D3,1,WDSUB1
UBB_UBE2V1,1,WDSUB1
UBA52_UBE2W,1,WDSUB1
UBB_UBE2B,1,WDSUB1
UBA52_UBE2V1,1,WDSUB1
UBB_UBE2Z,1,WDSUB1
UBB_UBE2E1,1,WDSUB1
UBA52_UBE2C,1,WDSUB1
BIRC6_RPS27A,1,WDSUB1
UBB_UBE2A,1,WDSUB1
UBE2I_UBE2NL,1,WDSUB1
UBB_UBE2C,1,WDSUB1
UBE2E3_UBE2I,1,WDSUB1
RPS27A_UBE2G1,1,WDSUB1
RPS27A_UBE2I,1,WDSUB1
UBA52_UBE2I,1,WDSUB1
UBE2G2_UBE2I,1,WDSUB1
UBA52_UBE2D1,1,WDSUB1
UBE2A_UBE2I,1,WDSUB1
RPS27A_UBE2D4,1,WDSUB1
UBB_UBE2H,1,WDSUB1
AP2M1,-1,EGFR
PTPN1,-1,KRT8
CREBBP,1,MYBL1
UBE2G1_UBE2I,1,TRAF6
UBE2I_UBE2W,1,TRAF6
RPS27A_UBE2V1,1,TRAF6
UBE2E2_UBE2I,1,TRAF6
UBA52_UBE2M,1,TRAF6
UBE2I_UBE2Q2,1,TRAF6
UBA52_UBE2L6,1,TRAF6
UBE2I_UBE2J2,1,TRAF6
UBA52_UBE2N,1,TRAF6
UBB_UBE2D1,1,TRAF6
UBA52_UBE2Z,1,TRAF6
RPS27A_UBE2E3,1,TRAF6
UBE2I_UBE2Z,1,TRAF6
UBE2I_UBE2L3,1,TRAF6
UBA52_UBE2B,1,TRAF6
UBA52_UBE2Q1,1,TRAF6
UBE2I_UBE2T,1,TRAF6
BIRC6_UBA52,1,TRAF6
RPS27A_UBE2V2,1,TRAF6
RPS27A_UBE2L3,1,TRAF6
UBA52_UBE2D3,1,TRAF6
UBB_UBE2M,1,TRAF6
UBA52_UBE2V2,1,TRAF6
UBB_UBE2V2,1,TRAF6
RPS27A_UBE2L6,1,TRAF6
UBB_UBE2G1,1,TRAF6
UBA52_UBE2E2,1,TRAF6
UBA52_UBE2U,1,TRAF6
RPS27A_UBE2Q1,1,TRAF6
UBA52_UBE2L3,1,TRAF6
UBB_UBE2R2,1,TRAF6
UBE2D3_UBE2I,1,TRAF6
RPS27A_UBE2D2,1,TRAF6
UBE2B_UBE2I,1,TRAF6
RPS27A_UBE2U,1,TRAF6
UBA52_UBE2A,1,TRAF6
UBA52_UBE2J1,1,TRAF6
UBA52_UBE2J2,1,TRAF6
UBB_UBE2J2,1,TRAF6
UBE2I,1,TRAF6
UBA52_UBE2E3,1,TRAF6
UBB_UBE2NL,1,TRAF6
RPS27A_UBE2D3,1,TRAF6
RPS27A_UBE2S,1,TRAF6
UBB_UBE2J1,1,TRAF6
UBA52_UBE2H,1,TRAF6
UBE2I_UBE2M,1,TRAF6
UBE2I_UBE2U,1,TRAF6
UBE2I_UBE2S,1,TRAF6
UBE2D4_UBE2I,1,TRAF6
UBB_UBE2L3,1,TRAF6
UBB_UBE2W,1,TRAF6
UBB_UBE2U,1,TRAF6
UBA52_UBE2S,1,TRAF6
UBB_UBE2E3,1,TRAF6
RPS27A_UBE2A,1,TRAF6
UBB_UBE2E2,1,TRAF6
UBA52_UBE2R2,1,TRAF6
UBB_UBE2D4,1,TRAF6
RPS27A_UBE2D1,1,TRAF6
UBB_UBE2Q2,1,TRAF6
UBA52_UBE2L5,1,TRAF6
UBE2E1_UBE2I,1,TRAF6
UBA52_UBE2K,1,TRAF6
UBA52_UBE2D2,1,TRAF6
UBB_UBE2D2,1,TRAF6
UBE2I_UBE2L5,1,TRAF6
RPS27A_UBE2L5,1,TRAF6
UBB_UBE2I,1,TRAF6
RPS27A_UBE2M,1,TRAF6
UBE2I_UBE2Q1,1,TRAF6
UBE2I_UBE2N,1,TRAF6
RPS27A_UBE2C,1,TRAF6
UBE2I_UBE2K,1,TRAF6
UBB_UBE2T,1,TRAF6
UBA52_UBE2NL,1,TRAF6
RPS27A_UBE2Z,1,TRAF6
UBE2C_UBE2I,1,TRAF6
UBB_UBE2G2,1,TRAF6
RPS27A_UBE2E2,1,TRAF6
UBB_UBE2L5,1,TRAF6
UBA52_UBE2T,1,TRAF6
RPS27A_UBE2N,1,TRAF6
UBE2I_UBE2V1,1,TRAF6
BIRC6_UBB,1,TRAF6
UBA52_UBE2E1,1,TRAF6
RPS27A_UBE2K,1,TRAF6
RPS27A_UBE2G2,1,TRAF6
UBA52_UBE2D4,1,TRAF6
BIRC6_UBE2I,1,TRAF6
UBE2D2_UBE2I,1,TRAF6
UBE2I_UBE2R2,1,TRAF6
RPS27A_UBE2T,1,TRAF6
UBB_UBE2N,1,TRAF6
UBE2H_UBE2I,1,TRAF6
RPS27A_UBE2J1,1,TRAF6
RPS27A_UBE2J2,1,TRAF6
UBA52_UBE2Q2,1,TRAF6
UBE2I_UBE2L6,1,TRAF6
UBB_UBE2K,1,TRAF6
UBA52_UBE2G2,1,TRAF6
RPS27A_UBE2NL,1,TRAF6
UBE2I_UBE2J1,1,TRAF6
RPS27A_UBE2Q2,1,TRAF6
RPS27A_UBE2W,1,TRAF6
RPS27A_UBE2E1,1,TRAF6
UBB_UBE2Q1,1,TRAF6
UBB_UBE2S,1,TRAF6
RPS27A_UBE2R2,1,TRAF6
UBE2D1_UBE2I,1,TRAF6
UBA52_UBE2G1,1,TRAF6
RPS27A_UBE2H,1,TRAF6
RPS27A_UBE2B,1,TRAF6
UBB_UBE2L6,1,TRAF6
UBE2I_UBE2V2,1,TRAF6
UBB_UBE2D3,1,TRAF6
UBB_UBE2V1,1,TRAF6
UBA52_UBE2W,1,TRAF6
UBB_UBE2B,1,TRAF6
UBA52_UBE2V1,1,TRAF6
UBB_UBE2Z,1,TRAF6
UBB_UBE2E1,1,TRAF6
UBA52_UBE2C,1,TRAF6
BIRC6_RPS27A,1,TRAF6
UBB_UBE2A,1,TRAF6
UBE2I_UBE2NL,1,TRAF6
UBB_UBE2C,1,TRAF6
UBE2E3_UBE2I,1,TRAF6
RPS27A_UBE2G1,1,TRAF6
RPS27A_UBE2I,1,TRAF6
UBA52_UBE2I,1,TRAF6
UBE2G2_UBE2I,1,TRAF6
UBA52_UBE2D1,1,TRAF6
UBE2A_UBE2I,1,TRAF6
RPS27A_UBE2D4,1,TRAF6
UBB_UBE2H,1,TRAF6
CAMKK2,1,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3
FBXW7,-1,DAB2IP
CASP3,1,CASP9
CTTNBP2NL,1,CTTN
PLK1,1,MYC
CCNA2_CDK2,1,SP1
IFNAR1,1,PIK3CA_PIK3R1
TBK1,1,REL
NFIB,-1,NFIC
SMURF1,-1,SMAD6
PRKCD,1,MAPK8
FLT3,1,GRB10
PTH,1,PTH1R
NR3C1,1,DUSP1
CD300LB,1,TYROBP
MAPK1,1,CCNE2_CDK2
CSNK2A1,1,HDAC3
ITGB1BP1,-1,ITGAL_ITGB2
RASSF5,1,KRAS
PPP3CA_PPP3R1,1,NFATC4
PPP2R1A,1,PPP2CA
SRC,-1,TERT
PPP4C,1,ACACA
USP37,1,CCNA2
STAT1,-1,RELA
NRXN1,1,DAG1
USP8,1,STAM
USP24,1,DDB2
KAT2A,1,H3-7
MAPK8IP1,-1,RBPJ
PIAS1,1,RPA2
MAPK12,1,ATF2
RPS6KA3,1,ESR1
ELP1_ELP2_ELP3_ELP4_ELP5_ELP6,1,TUBA3C
USP8,1,RNF41
AKT1,1,H3-3A
SPRY1,-1,SOS1
SH3GLB1,1,BECN1
GNAI2,-1,ADCY1
DUSP6,1,FOXO1
MINK1,1,KCNH2
CDKN1A,-1,CDK3
COL1A2,1,ITGA1_ITGB1
CEP72,1,CDK5RAP2
CEBPB,1,CREB1
CDK7,1,CDK4
DLG4,1,GRIN2B
ROCK2,1,IRF4
RPS27A_UBA1,1,UBE2K
UBA1_UBB,1,UBE2K
UBA1_UBE2I,1,UBE2K
UBA1_UBA52,1,UBE2K
CSK,-1,LYN
RRAGC,1,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR
PRKACA,1,LRP6
CDH1,1,LRP6
UBE2G1_UBE2I,1,PHRF1
UBE2I_UBE2W,1,PHRF1
RPS27A_UBE2V1,1,PHRF1
UBE2E2_UBE2I,1,PHRF1
UBA52_UBE2M,1,PHRF1
UBE2I_UBE2Q2,1,PHRF1
UBA52_UBE2L6,1,PHRF1
UBE2I_UBE2J2,1,PHRF1
UBA52_UBE2N,1,PHRF1
UBB_UBE2D1,1,PHRF1
UBA52_UBE2Z,1,PHRF1
RPS27A_UBE2E3,1,PHRF1
UBE2I_UBE2Z,1,PHRF1
UBE2I_UBE2L3,1,PHRF1
UBA52_UBE2B,1,PHRF1
UBA52_UBE2Q1,1,PHRF1
UBE2I_UBE2T,1,PHRF1
BIRC6_UBA52,1,PHRF1
RPS27A_UBE2V2,1,PHRF1
RPS27A_UBE2L3,1,PHRF1
UBA52_UBE2D3,1,PHRF1
UBB_UBE2M,1,PHRF1
UBA52_UBE2V2,1,PHRF1
UBB_UBE2V2,1,PHRF1
RPS27A_UBE2L6,1,PHRF1
UBB_UBE2G1,1,PHRF1
UBA52_UBE2E2,1,PHRF1
UBA52_UBE2U,1,PHRF1
RPS27A_UBE2Q1,1,PHRF1
UBA52_UBE2L3,1,PHRF1
UBB_UBE2R2,1,PHRF1
UBE2D3_UBE2I,1,PHRF1
RPS27A_UBE2D2,1,PHRF1
UBE2B_UBE2I,1,PHRF1
RPS27A_UBE2U,1,PHRF1
UBA52_UBE2A,1,PHRF1
UBA52_UBE2J1,1,PHRF1
UBA52_UBE2J2,1,PHRF1
UBB_UBE2J2,1,PHRF1
UBE2I,1,PHRF1
UBA52_UBE2E3,1,PHRF1
UBB_UBE2NL,1,PHRF1
RPS27A_UBE2D3,1,PHRF1
RPS27A_UBE2S,1,PHRF1
UBB_UBE2J1,1,PHRF1
UBA52_UBE2H,1,PHRF1
UBE2I_UBE2M,1,PHRF1
UBE2I_UBE2U,1,PHRF1
UBE2I_UBE2S,1,PHRF1
UBE2D4_UBE2I,1,PHRF1
UBB_UBE2L3,1,PHRF1
UBB_UBE2W,1,PHRF1
UBB_UBE2U,1,PHRF1
UBA52_UBE2S,1,PHRF1
UBB_UBE2E3,1,PHRF1
RPS27A_UBE2A,1,PHRF1
UBB_UBE2E2,1,PHRF1
UBA52_UBE2R2,1,PHRF1
UBB_UBE2D4,1,PHRF1
RPS27A_UBE2D1,1,PHRF1
UBB_UBE2Q2,1,PHRF1
UBA52_UBE2L5,1,PHRF1
UBE2E1_UBE2I,1,PHRF1
UBA52_UBE2K,1,PHRF1
UBA52_UBE2D2,1,PHRF1
UBB_UBE2D2,1,PHRF1
UBE2I_UBE2L5,1,PHRF1
RPS27A_UBE2L5,1,PHRF1
UBB_UBE2I,1,PHRF1
RPS27A_UBE2M,1,PHRF1
UBE2I_UBE2Q1,1,PHRF1
UBE2I_UBE2N,1,PHRF1
RPS27A_UBE2C,1,PHRF1
UBE2I_UBE2K,1,PHRF1
UBB_UBE2T,1,PHRF1
UBA52_UBE2NL,1,PHRF1
RPS27A_UBE2Z,1,PHRF1
UBE2C_UBE2I,1,PHRF1
UBB_UBE2G2,1,PHRF1
RPS27A_UBE2E2,1,PHRF1
UBB_UBE2L5,1,PHRF1
UBA52_UBE2T,1,PHRF1
RPS27A_UBE2N,1,PHRF1
UBE2I_UBE2V1,1,PHRF1
BIRC6_UBB,1,PHRF1
UBA52_UBE2E1,1,PHRF1
RPS27A_UBE2K,1,PHRF1
RPS27A_UBE2G2,1,PHRF1
UBA52_UBE2D4,1,PHRF1
BIRC6_UBE2I,1,PHRF1
UBE2D2_UBE2I,1,PHRF1
UBE2I_UBE2R2,1,PHRF1
RPS27A_UBE2T,1,PHRF1
UBB_UBE2N,1,PHRF1
UBE2H_UBE2I,1,PHRF1
RPS27A_UBE2J1,1,PHRF1
RPS27A_UBE2J2,1,PHRF1
UBA52_UBE2Q2,1,PHRF1
UBE2I_UBE2L6,1,PHRF1
UBB_UBE2K,1,PHRF1
UBA52_UBE2G2,1,PHRF1
RPS27A_UBE2NL,1,PHRF1
UBE2I_UBE2J1,1,PHRF1
RPS27A_UBE2Q2,1,PHRF1
RPS27A_UBE2W,1,PHRF1
RPS27A_UBE2E1,1,PHRF1
UBB_UBE2Q1,1,PHRF1
UBB_UBE2S,1,PHRF1
RPS27A_UBE2R2,1,PHRF1
UBE2D1_UBE2I,1,PHRF1
UBA52_UBE2G1,1,PHRF1
RPS27A_UBE2H,1,PHRF1
RPS27A_UBE2B,1,PHRF1
UBB_UBE2L6,1,PHRF1
UBE2I_UBE2V2,1,PHRF1
UBB_UBE2D3,1,PHRF1
UBB_UBE2V1,1,PHRF1
UBA52_UBE2W,1,PHRF1
UBB_UBE2B,1,PHRF1
UBA52_UBE2V1,1,PHRF1
UBB_UBE2Z,1,PHRF1
UBB_UBE2E1,1,PHRF1
UBA52_UBE2C,1,PHRF1
BIRC6_RPS27A,1,PHRF1
UBB_UBE2A,1,PHRF1
UBE2I_UBE2NL,1,PHRF1
UBB_UBE2C,1,PHRF1
UBE2E3_UBE2I,1,PHRF1
RPS27A_UBE2G1,1,PHRF1
RPS27A_UBE2I,1,PHRF1
UBA52_UBE2I,1,PHRF1
UBE2G2_UBE2I,1,PHRF1
UBA52_UBE2D1,1,PHRF1
UBE2A_UBE2I,1,PHRF1
RPS27A_UBE2D4,1,PHRF1
UBB_UBE2H,1,PHRF1
HMGB1,1,TLR4
RAB38,1,HPS3_HPS5_HPS6
PTMA,-1,CASP9
CDK2,-1,ID3
NR1D1,1,OPHN1
SMURF1,-1,BMPR2
PRKACA,1,HNRNPD
LPAR6,1,GNA14
NEK9,1,NEDD1
FRAT1,1,EIF2B5
PCDHA1,1,ITGB1
UBE2G1_UBE2I,1,TRIM60
UBE2I_UBE2W,1,TRIM60
RPS27A_UBE2V1,1,TRIM60
UBE2E2_UBE2I,1,TRIM60
UBA52_UBE2M,1,TRIM60
UBE2I_UBE2Q2,1,TRIM60
UBA52_UBE2L6,1,TRIM60
UBE2I_UBE2J2,1,TRIM60
UBA52_UBE2N,1,TRIM60
UBB_UBE2D1,1,TRIM60
UBA52_UBE2Z,1,TRIM60
RPS27A_UBE2E3,1,TRIM60
UBE2I_UBE2Z,1,TRIM60
UBE2I_UBE2L3,1,TRIM60
UBA52_UBE2B,1,TRIM60
UBA52_UBE2Q1,1,TRIM60
UBE2I_UBE2T,1,TRIM60
BIRC6_UBA52,1,TRIM60
RPS27A_UBE2V2,1,TRIM60
RPS27A_UBE2L3,1,TRIM60
UBA52_UBE2D3,1,TRIM60
UBB_UBE2M,1,TRIM60
UBA52_UBE2V2,1,TRIM60
UBB_UBE2V2,1,TRIM60
RPS27A_UBE2L6,1,TRIM60
UBB_UBE2G1,1,TRIM60
UBA52_UBE2E2,1,TRIM60
UBA52_UBE2U,1,TRIM60
RPS27A_UBE2Q1,1,TRIM60
UBA52_UBE2L3,1,TRIM60
UBB_UBE2R2,1,TRIM60
UBE2D3_UBE2I,1,TRIM60
RPS27A_UBE2D2,1,TRIM60
UBE2B_UBE2I,1,TRIM60
RPS27A_UBE2U,1,TRIM60
UBA52_UBE2A,1,TRIM60
UBA52_UBE2J1,1,TRIM60
UBA52_UBE2J2,1,TRIM60
UBB_UBE2J2,1,TRIM60
UBE2I,1,TRIM60
UBA52_UBE2E3,1,TRIM60
UBB_UBE2NL,1,TRIM60
RPS27A_UBE2D3,1,TRIM60
RPS27A_UBE2S,1,TRIM60
UBB_UBE2J1,1,TRIM60
UBA52_UBE2H,1,TRIM60
UBE2I_UBE2M,1,TRIM60
UBE2I_UBE2U,1,TRIM60
UBE2I_UBE2S,1,TRIM60
UBE2D4_UBE2I,1,TRIM60
UBB_UBE2L3,1,TRIM60
UBB_UBE2W,1,TRIM60
UBB_UBE2U,1,TRIM60
UBA52_UBE2S,1,TRIM60
UBB_UBE2E3,1,TRIM60
RPS27A_UBE2A,1,TRIM60
UBB_UBE2E2,1,TRIM60
UBA52_UBE2R2,1,TRIM60
UBB_UBE2D4,1,TRIM60
RPS27A_UBE2D1,1,TRIM60
UBB_UBE2Q2,1,TRIM60
UBA52_UBE2L5,1,TRIM60
UBE2E1_UBE2I,1,TRIM60
UBA52_UBE2K,1,TRIM60
UBA52_UBE2D2,1,TRIM60
UBB_UBE2D2,1,TRIM60
UBE2I_UBE2L5,1,TRIM60
RPS27A_UBE2L5,1,TRIM60
UBB_UBE2I,1,TRIM60
RPS27A_UBE2M,1,TRIM60
UBE2I_UBE2Q1,1,TRIM60
UBE2I_UBE2N,1,TRIM60
RPS27A_UBE2C,1,TRIM60
UBE2I_UBE2K,1,TRIM60
UBB_UBE2T,1,TRIM60
UBA52_UBE2NL,1,TRIM60
RPS27A_UBE2Z,1,TRIM60
UBE2C_UBE2I,1,TRIM60
UBB_UBE2G2,1,TRIM60
RPS27A_UBE2E2,1,TRIM60
UBB_UBE2L5,1,TRIM60
UBA52_UBE2T,1,TRIM60
RPS27A_UBE2N,1,TRIM60
UBE2I_UBE2V1,1,TRIM60
BIRC6_UBB,1,TRIM60
UBA52_UBE2E1,1,TRIM60
RPS27A_UBE2K,1,TRIM60
RPS27A_UBE2G2,1,TRIM60
UBA52_UBE2D4,1,TRIM60
BIRC6_UBE2I,1,TRIM60
UBE2D2_UBE2I,1,TRIM60
UBE2I_UBE2R2,1,TRIM60
RPS27A_UBE2T,1,TRIM60
UBB_UBE2N,1,TRIM60
UBE2H_UBE2I,1,TRIM60
RPS27A_UBE2J1,1,TRIM60
RPS27A_UBE2J2,1,TRIM60
UBA52_UBE2Q2,1,TRIM60
UBE2I_UBE2L6,1,TRIM60
UBB_UBE2K,1,TRIM60
UBA52_UBE2G2,1,TRIM60
RPS27A_UBE2NL,1,TRIM60
UBE2I_UBE2J1,1,TRIM60
RPS27A_UBE2Q2,1,TRIM60
RPS27A_UBE2W,1,TRIM60
RPS27A_UBE2E1,1,TRIM60
UBB_UBE2Q1,1,TRIM60
UBB_UBE2S,1,TRIM60
RPS27A_UBE2R2,1,TRIM60
UBE2D1_UBE2I,1,TRIM60
UBA52_UBE2G1,1,TRIM60
RPS27A_UBE2H,1,TRIM60
RPS27A_UBE2B,1,TRIM60
UBB_UBE2L6,1,TRIM60
UBE2I_UBE2V2,1,TRIM60
UBB_UBE2D3,1,TRIM60
UBB_UBE2V1,1,TRIM60
UBA52_UBE2W,1,TRIM60
UBB_UBE2B,1,TRIM60
UBA52_UBE2V1,1,TRIM60
UBB_UBE2Z,1,TRIM60
UBB_UBE2E1,1,TRIM60
UBA52_UBE2C,1,TRIM60
BIRC6_RPS27A,1,TRIM60
UBB_UBE2A,1,TRIM60
UBE2I_UBE2NL,1,TRIM60
UBB_UBE2C,1,TRIM60
UBE2E3_UBE2I,1,TRIM60
RPS27A_UBE2G1,1,TRIM60
RPS27A_UBE2I,1,TRIM60
UBA52_UBE2I,1,TRIM60
UBE2G2_UBE2I,1,TRIM60
UBA52_UBE2D1,1,TRIM60
UBE2A_UBE2I,1,TRIM60
RPS27A_UBE2D4,1,TRIM60
UBB_UBE2H,1,TRIM60
RNF216,-1,TICAM1
PRKCG,-1,NOS3
P2RY11,1,GNA14
TRIM47,-1,CYLD
CALM2,1,NOS3
PPP1CA,1,RAF1
PRKAA1,-1,RRN3
L3MBTL1,-1,TP53BP1
NAE1_UBA3,1,CUL7
DVL2,1,APC_AXIN1_GSK3B
UBE2G1_UBE2I,1,CCNB1IP1
UBE2I_UBE2W,1,CCNB1IP1
RPS27A_UBE2V1,1,CCNB1IP1
UBE2E2_UBE2I,1,CCNB1IP1
UBA52_UBE2M,1,CCNB1IP1
UBE2I_UBE2Q2,1,CCNB1IP1
UBA52_UBE2L6,1,CCNB1IP1
UBE2I_UBE2J2,1,CCNB1IP1
UBA52_UBE2N,1,CCNB1IP1
UBB_UBE2D1,1,CCNB1IP1
UBA52_UBE2Z,1,CCNB1IP1
RPS27A_UBE2E3,1,CCNB1IP1
UBE2I_UBE2Z,1,CCNB1IP1
UBE2I_UBE2L3,1,CCNB1IP1
UBA52_UBE2B,1,CCNB1IP1
UBA52_UBE2Q1,1,CCNB1IP1
UBE2I_UBE2T,1,CCNB1IP1
BIRC6_UBA52,1,CCNB1IP1
RPS27A_UBE2V2,1,CCNB1IP1
RPS27A_UBE2L3,1,CCNB1IP1
UBA52_UBE2D3,1,CCNB1IP1
UBB_UBE2M,1,CCNB1IP1
UBA52_UBE2V2,1,CCNB1IP1
UBB_UBE2V2,1,CCNB1IP1
RPS27A_UBE2L6,1,CCNB1IP1
UBB_UBE2G1,1,CCNB1IP1
UBA52_UBE2E2,1,CCNB1IP1
UBA52_UBE2U,1,CCNB1IP1
RPS27A_UBE2Q1,1,CCNB1IP1
UBA52_UBE2L3,1,CCNB1IP1
UBB_UBE2R2,1,CCNB1IP1
UBE2D3_UBE2I,1,CCNB1IP1
RPS27A_UBE2D2,1,CCNB1IP1
UBE2B_UBE2I,1,CCNB1IP1
RPS27A_UBE2U,1,CCNB1IP1
UBA52_UBE2A,1,CCNB1IP1
UBA52_UBE2J1,1,CCNB1IP1
UBA52_UBE2J2,1,CCNB1IP1
UBB_UBE2J2,1,CCNB1IP1
UBE2I,1,CCNB1IP1
UBA52_UBE2E3,1,CCNB1IP1
UBB_UBE2NL,1,CCNB1IP1
RPS27A_UBE2D3,1,CCNB1IP1
RPS27A_UBE2S,1,CCNB1IP1
UBB_UBE2J1,1,CCNB1IP1
UBA52_UBE2H,1,CCNB1IP1
UBE2I_UBE2M,1,CCNB1IP1
UBE2I_UBE2U,1,CCNB1IP1
UBE2I_UBE2S,1,CCNB1IP1
UBE2D4_UBE2I,1,CCNB1IP1
UBB_UBE2L3,1,CCNB1IP1
UBB_UBE2W,1,CCNB1IP1
UBB_UBE2U,1,CCNB1IP1
UBA52_UBE2S,1,CCNB1IP1
UBB_UBE2E3,1,CCNB1IP1
RPS27A_UBE2A,1,CCNB1IP1
UBB_UBE2E2,1,CCNB1IP1
UBA52_UBE2R2,1,CCNB1IP1
UBB_UBE2D4,1,CCNB1IP1
RPS27A_UBE2D1,1,CCNB1IP1
UBB_UBE2Q2,1,CCNB1IP1
UBA52_UBE2L5,1,CCNB1IP1
UBE2E1_UBE2I,1,CCNB1IP1
UBA52_UBE2K,1,CCNB1IP1
UBA52_UBE2D2,1,CCNB1IP1
UBB_UBE2D2,1,CCNB1IP1
UBE2I_UBE2L5,1,CCNB1IP1
RPS27A_UBE2L5,1,CCNB1IP1
UBB_UBE2I,1,CCNB1IP1
RPS27A_UBE2M,1,CCNB1IP1
UBE2I_UBE2Q1,1,CCNB1IP1
UBE2I_UBE2N,1,CCNB1IP1
RPS27A_UBE2C,1,CCNB1IP1
UBE2I_UBE2K,1,CCNB1IP1
UBB_UBE2T,1,CCNB1IP1
UBA52_UBE2NL,1,CCNB1IP1
RPS27A_UBE2Z,1,CCNB1IP1
UBE2C_UBE2I,1,CCNB1IP1
UBB_UBE2G2,1,CCNB1IP1
RPS27A_UBE2E2,1,CCNB1IP1
UBB_UBE2L5,1,CCNB1IP1
UBA52_UBE2T,1,CCNB1IP1
RPS27A_UBE2N,1,CCNB1IP1
UBE2I_UBE2V1,1,CCNB1IP1
BIRC6_UBB,1,CCNB1IP1
UBA52_UBE2E1,1,CCNB1IP1
RPS27A_UBE2K,1,CCNB1IP1
RPS27A_UBE2G2,1,CCNB1IP1
UBA52_UBE2D4,1,CCNB1IP1
BIRC6_UBE2I,1,CCNB1IP1
UBE2D2_UBE2I,1,CCNB1IP1
UBE2I_UBE2R2,1,CCNB1IP1
RPS27A_UBE2T,1,CCNB1IP1
UBB_UBE2N,1,CCNB1IP1
UBE2H_UBE2I,1,CCNB1IP1
RPS27A_UBE2J1,1,CCNB1IP1
RPS27A_UBE2J2,1,CCNB1IP1
UBA52_UBE2Q2,1,CCNB1IP1
UBE2I_UBE2L6,1,CCNB1IP1
UBB_UBE2K,1,CCNB1IP1
UBA52_UBE2G2,1,CCNB1IP1
RPS27A_UBE2NL,1,CCNB1IP1
UBE2I_UBE2J1,1,CCNB1IP1
RPS27A_UBE2Q2,1,CCNB1IP1
RPS27A_UBE2W,1,CCNB1IP1
RPS27A_UBE2E1,1,CCNB1IP1
UBB_UBE2Q1,1,CCNB1IP1
UBB_UBE2S,1,CCNB1IP1
RPS27A_UBE2R2,1,CCNB1IP1
UBE2D1_UBE2I,1,CCNB1IP1
UBA52_UBE2G1,1,CCNB1IP1
RPS27A_UBE2H,1,CCNB1IP1
RPS27A_UBE2B,1,CCNB1IP1
UBB_UBE2L6,1,CCNB1IP1
UBE2I_UBE2V2,1,CCNB1IP1
UBB_UBE2D3,1,CCNB1IP1
UBB_UBE2V1,1,CCNB1IP1
UBA52_UBE2W,1,CCNB1IP1
UBB_UBE2B,1,CCNB1IP1
UBA52_UBE2V1,1,CCNB1IP1
UBB_UBE2Z,1,CCNB1IP1
UBB_UBE2E1,1,CCNB1IP1
UBA52_UBE2C,1,CCNB1IP1
BIRC6_RPS27A,1,CCNB1IP1
UBB_UBE2A,1,CCNB1IP1
UBE2I_UBE2NL,1,CCNB1IP1
UBB_UBE2C,1,CCNB1IP1
UBE2E3_UBE2I,1,CCNB1IP1
RPS27A_UBE2G1,1,CCNB1IP1
RPS27A_UBE2I,1,CCNB1IP1
UBA52_UBE2I,1,CCNB1IP1
UBE2G2_UBE2I,1,CCNB1IP1
UBA52_UBE2D1,1,CCNB1IP1
UBE2A_UBE2I,1,CCNB1IP1
RPS27A_UBE2D4,1,CCNB1IP1
UBB_UBE2H,1,CCNB1IP1
FBXL5,-1,NABP2
KIF7,1,GLI1
SRC,1,WWOX
BTRC_CUL1_SKP1,-1,WWTR1
UBE2G1_UBE2I,1,HERC3
UBE2I_UBE2W,1,HERC3
RPS27A_UBE2V1,1,HERC3
UBE2E2_UBE2I,1,HERC3
UBA52_UBE2M,1,HERC3
UBE2I_UBE2Q2,1,HERC3
UBA52_UBE2L6,1,HERC3
UBE2I_UBE2J2,1,HERC3
UBA52_UBE2N,1,HERC3
UBB_UBE2D1,1,HERC3
UBA52_UBE2Z,1,HERC3
RPS27A_UBE2E3,1,HERC3
UBE2I_UBE2Z,1,HERC3
UBE2I_UBE2L3,1,HERC3
UBA52_UBE2B,1,HERC3
UBA52_UBE2Q1,1,HERC3
UBE2I_UBE2T,1,HERC3
BIRC6_UBA52,1,HERC3
RPS27A_UBE2V2,1,HERC3
RPS27A_UBE2L3,1,HERC3
UBA52_UBE2D3,1,HERC3
UBB_UBE2M,1,HERC3
UBA52_UBE2V2,1,HERC3
UBB_UBE2V2,1,HERC3
RPS27A_UBE2L6,1,HERC3
UBB_UBE2G1,1,HERC3
UBA52_UBE2E2,1,HERC3
UBA52_UBE2U,1,HERC3
RPS27A_UBE2Q1,1,HERC3
UBA52_UBE2L3,1,HERC3
UBB_UBE2R2,1,HERC3
UBE2D3_UBE2I,1,HERC3
RPS27A_UBE2D2,1,HERC3
UBE2B_UBE2I,1,HERC3
RPS27A_UBE2U,1,HERC3
UBA52_UBE2A,1,HERC3
UBA52_UBE2J1,1,HERC3
UBA52_UBE2J2,1,HERC3
UBB_UBE2J2,1,HERC3
UBE2I,1,HERC3
UBA52_UBE2E3,1,HERC3
UBB_UBE2NL,1,HERC3
RPS27A_UBE2D3,1,HERC3
RPS27A_UBE2S,1,HERC3
UBB_UBE2J1,1,HERC3
UBA52_UBE2H,1,HERC3
UBE2I_UBE2M,1,HERC3
UBE2I_UBE2U,1,HERC3
UBE2I_UBE2S,1,HERC3
UBE2D4_UBE2I,1,HERC3
UBB_UBE2L3,1,HERC3
UBB_UBE2W,1,HERC3
